# The phase-gate criteria (docs/13, G7-G9; the G0-G6 rows are docs/7's, closed history the
# v3 plan carries by reference and this file keeps runnable). One row per criterion; adding
# a criterion is adding a line. Tab-separated:
#
#   phase     the gate it belongs to: g0 .. g9
#   kind      `tests`   — a cargo-nextest filterset, run with --no-tests=fail
#             `command` — a command run from the repository root
#   selection the filterset or the command
#   what      what the criterion establishes, in the words its plan uses (docs/7 for
#             g0-g6, docs/13 from g7 on)
#
# Two readers: `phase.sh` runs the rows for one phase and counts them, and
# `counted-selections.sh` proves every `tests` row still selects more than zero tests —
# the predecessor's defect was a gate whose selection had silently gone to zero while the
# gate stayed green.
#
# phase	kind	selection	what
g6	command	./scripts/gates/selftest.sh	every shipped gate predicate red on its own inverse, counted, both directions — **36 predicates, 82 pass arms, 365 fail arms**. In this phase it is where three claims that no test can hold prove they can fail. `avi-reparse-is-independent.sh` has ten fail arms and three green, and it exists because *nothing could go red on the property at all*: the muxer's independence from its re-parser is a claim about `use` statements and file layout, and a test sees values (docs/9's row says what a shared `FOURCC_MOVI` would cost). `oracle-rung-accounting.sh` drives four verdicts through a recorded-log seam, nine arms, seven red-on-inverse, because the defect it names — an oracle rung that silently did not run — is green everywhere else. `privileged-helper.sh` gained five arms at P6e, and two of them are transcripts of a real machine rather than shapes somebody imagined: a blessed copy carrying more than the tree declares, and a second capability-carrying file sitting beside it (notes **N125**, **N126**). Its `$WCH_GATE_GETCAP` seam exists because setting a capability needs the very privilege the gate contains, so an arm cannot seed the violation on a real file — and `pass_case` leaves the seam unset, which is the arm rubric rule 6 requires. P6f adds eight more, four per gate, for the `--json` failure document (note **N127**): `cli-parity.sh` gains a `webcam-handler-client` stand-in that throws its standard output away when it refuses — the pre-ruling behaviour restored in one program — a `webcam-handler-cli` that appends one byte to a refusal, a client that prints the right document and exits 1 for everything (the arm for the redundant channel alone, which the byte comparison cannot see), and a refusal row that stops refusing; `json-validates.sh` gains a bundle with no `Failure` in it, a `Failure` with its payload property deleted, a tree whose `FAILURE_MARKER` points at a property `list` really answers with, and a tree that declares no marker at all
g6	command	./scripts/gates/no-frame-bytes-in-repo.sh	no camera frame in the repository, over the phase that gave one **two new places to hide**. A `RIFF`/`AVI ` envelope and a `YUV4MPEG2 ` header each match no image magic number, so both containers arrived invisible to this gate in consecutive sub-milestones, and the Y4M is the worse of the two because its payload *is* the picture — one 8-bit luma sample per byte, no decoder required. The gate now walks an AVI to its `avih` for a frame extent and reads a Y4M's `W`/`H` off its header line, each format has exactly one permitted home (`crates/imaging/fixtures/avi/`, `crates/imaging/fixtures/y4m/`), and a fixture there carries a `generated-by` marker in its bytes or a sidecar. Nine fail arms cover the container half. AGENTS' "a frame may contain a person" is the rule; what P6 established is that the rule needs a decision from somebody every time a container lands, because a format list does not grow on its own
g6	command	./scripts/gates/privileged-helper.sh	the privileged helper stays contained, and since P6e that is **six claims rather than four** — the row docs/7 P6e's reckoning earns (notes **N8**, **N125**, **N126**). The four standing ones: a blessed copy is never committed, is mode 0700, is linked by no product crate (derived from `cargo metadata`), and its crate root forbids `unsafe`. The two the narrowing bought: **no verb hands this binary's capabilities to a program its caller names** — held over the source text, where a second route that never reached clap at all would be, while `main.rs`'s own test holds it over the clap tree — and **every capability-carrying file under `.wch-bin/` is the blessed helper carrying exactly the blessing this tree declares**, which is two defects in one walk and neither is visible to any test, because both are facts about a filesystem. Until P6e the first of those was not a claim but an accepted risk, in this gate's own header: `webcam-handler-priv exec /bin/sh` was a root shell somebody had agreed to, and G6 was the recorded trigger to ask whether the argument that bought it had ever been spent. It had not
g6	tests	package(webcam-handler-priv)	the narrowed helper, whole — 23 tests over the binary docs/7 P6e reckoned with, four of them added at G6 by note **N167**: three that hold the module's own census (a host that lends no node says so on one line, a host that lends one announces which, and a node this user cannot open declines with the kernel's own reason) and one that holds the `.config/nextest.toml` override those lines are only visible through. The claims that survive P6e unchanged: the device count is range-checked at the parser (`n_devs=0` loads a driver with no nodes), cycling needs an explicit flag to override the in-use interlock, status verbs work unblessed because asking is not doing, the `modprobe` subprocess environment carries **nothing** it was not handed (`MODPROBE_OPTIONS` inside a `CAP_SYS_MODULE` process is a local root escalation with extra steps, and `AT_SECURE` does not scrub it), and every privileged verb refuses when unblessed naming its remedy. The claims P6e added or rewrote: `the_blessing_is_cap_sys_module_and_nothing_else`, which pins the *content* where the older test pinned only the agreement — a property both spellings widening together satisfies, and which would have stayed green through the whole of the grant this reckoning removed; and `no_verb_hands_this_binarys_capabilities_to_a_program_the_caller_names`, which walks the clap tree at every depth and refuses the two things a program runner cannot work without. Structural rather than by name, because "no verb called `exec`" is a rule somebody satisfies with a verb called `run`
g6	tests	binary(failure_document) or (package(webcam-handler-cli-core) and test(/(every_kind_has_a_distinct_exit_code_inside_the_declared_range|the_declared_range_collides_with_nothing_the_shell_or_the_process_already_owns|a_failing_verb_answers_with_the_failure_document_on_standard_output_and_the_line_on_error|without_json_a_failure_still_prints_nothing_on_standard_output)/)) or (package(webcam-handler-schema) and test(/(every_kind_reaches_a_failure_document_marked_failed_and_carrying_its_own_discriminant|the_payload_a_variant_carries_reaches_the_document_and_is_not_flattened_over_its_message|a_document_that_says_it_did_not_fail_is_refused_rather_than_read_as_a_failure)/)) or (package(webcam-handler-xtask) and test(/no_document_a_verb_answers_with_can_be_mistaken_for_the_failure_document/)) or (package(webcam-handler-client) and test(/a_refusal_that_crossed_the_wire_is_the_document_webcam_handler_cli_prints_locally/))	**the `--json` failure document reaches a command-line caller, and each D13 kind has an exit code of its own** (owner ruling, 2026-08-15; notes **N124**, **N127**, **N128**). P6e measured that neither was true and left the repair to the owner, so this row is what stops the finding coming back. Five populations, because the claim spans five crates and no one of them can hold it: the schema's own walk over `ErrorKind::ALL` (every kind reaches a document that marks itself and carries its payload, and a document saying it did not fail is refused on the way in); the shared surface's exit-code walk, which is the one that would notice a wildcard arm — the compiler cannot tell `_ => 27` from eighteen literals, but two kinds sharing a code is exactly what a catch-all produces; the emitter's walk over every verb's document against the bundle, which is how "no answer can be mistaken for a refusal" is checked rather than observed; the subprocess suite against the shipped `webcam-handler-cli`, because which stream a document lands on and what number a shell is left with are properties of a *process*; and the client suite against a real daemon, which is the strongest form of the parity claim — the same failure, rebuilt from a JSON-RPC error object, byte for byte
g6	tests	test(/(a_settle_no_camera_may_be_held_for_is_refused_before_the_document_or_the_device_moves|a_sink_only_a_socket_can_build_is_refused_before_any_camera_is_opened|a_settle_deadline_above_the_cap_is_refused_before_the_camera_is_streamed)/)	**a request this build was never going to honour must not cost anybody a descriptor** — `record`'s criterion above, in its own words, applied to the settle bound `limits::MAX_SETTLE_DEADLINE_MS` (notes **N144**, **N147**). The bound landed at `engine::capture::grab`, which is the one door every settle goes through and is therefore the *invariant*; what it is not is *early*. `grab` runs at the sample, and by then `engine::calibrate::run` has committed `Sweeping` to the document, armed a pre-sweep snapshot, switched an automation partner off and driven a value into the device — a **motor that has moved**, for a PTZ control — while `wch_photo` has resolved a camera, opened a caller-named destination (leaving a zero-length file where none was) and taken a seat in that camera's actor queue. So the rule has one home, `schema::capture::SettlePolicy::within_bound`, beside the field it constrains and answerable with no filesystem and no enumeration, and three rows of coverage that cannot all stay green if any one caller stops asking it: the sweep asserts the document has no entry, no snapshot was armed, the camera's controls are unchanged and no progress event was emitted; the daemon asserts the caller's file was never created and `FakeBackend::opens()` is still zero, with the refusal named `IllegalTransition` rather than `SettleTimeout` because nothing waited (E3); and the door's own test asserts the refusal arrives before `start_stream`, with the cap itself accepted so the bound is proven in both directions. Each refusal names the cap, because the guide tells an agent that met `settle_timeout` to retry with a longer deadline and a refusal that did not say how long is a retry loop
g7	command	./scripts/gates/run-all.sh	every shipped gate predicate green over the tree, the v3 additions included
g7	command	./scripts/gates/selftest.sh	every shipped gate predicate red on its own inverse, counted, both directions
g7	command	./scripts/gates/agents-md-current.sh	**the successor documents are the documents of record** (docs/13 P7a). The deployed `AGENTS.md` is docs/16 byte for byte and the `CLAUDE.md` redirect resolves to it — and the predicate finds both declarations by reading which `docs/*.md` preamble *says* it deploys, so this row is red on the half-executed swap in either direction: docs/10 left in `docs/` beside docs/16 is two claimants, and docs/16 promoted without the root copy following is a drift the gate names by side
g7	command	./scripts/gates/wire-surface-sync.sh	D10's method list reconciles against `wire_surface!` member by member **on the v3 design** — the one predicate that reads a design document by literal path, repointed at `docs/12-…-v3.md` in the swap's own commit along with the two selftest case files that seed the old paths (docs/13 P7a: "the complete set of path-reading gate files, verified")
g7	command	./scripts/gates/dependency-registry-sync.sh	**design §2.8's registry and `[workspace.dependencies]` are one fact** (docs/15 Part 2; notes **N133**, **N164**, **N256**), reconciled member by member in both directions: a crate adopted and never registered is red, an unmarked row the manifest does not have is red, and a pin that disagrees is red. The `toml` pin's L32-class disposition — removal, N256 — lands in the same commit, because a row this gate cannot satisfy is exactly what the gate exists to end
g7	tests	package(webcam-handler-schema) and test(/selector::/)	**every spelling parses, and every mis-spelling is refused** (docs/13 P7b; D14). One parser — `schema::selector::parse` — reached by both command-line positionals, the wire's `camera` parameter and the facade, with `Deserialize` going through it too for note **N50**'s reason one grammar wider: a derived one accepts `""`, and `""` is a prefix of every id. The population is `SelectorScheme::ALL`, walked forwards (every scheme's sample spelling parses to that scheme) and backwards (every scheme's declared prefix is the one the parser dispatches on), so a sixth spelling cannot join the vocabulary without joining both walks. The refusing half is the same size as the accepting one: an unknown colon scheme, a scheme with an empty body, seven malformed `usb:` pairs including the `+4f2` that `from_str_radix` would have taken, and the empty string
g7	tests	package(webcam-handler-engine) and test(/resolve::/)	**one resolver, five spellings, and the two failures resolution has always had** (D14: zero new error kinds). `engine::resolve::camera` widens to the selector and answers `CameraUnknown` for none and `CameraAmbiguous` for many — including the arms that make the address/identity split a behaviour rather than a sentence: a node path resolved against a *renumbered* listing follows the node \[PF:22\], a serial-less device matches no `serial:` request \[PF:8\], and a `usb_id` two logical cameras share names both \[PF:13\]
g7	tests	binary(selectors)	**the five spellings over the committed corpus, replayed as one machine** (docs/13 P7b's "the corpus's shared-`usb_id` pair answers `CameraAmbiguous` naming both"). Every profile at once is a host no desk has had, and its collisions are the fixtures: the Chicony pair shares a USB id *and* a serial, the OBSBOT reports none, and the profiles' `/dev/videoN` paths overlap between captures exactly as PF:22 says a driver reload makes them. Each arm fails loudly if the corpus stops exhibiting the shape it pins, rather than passing over an empty population
g7	tests	binary(selectors) and test(/the_ids_a_listing_hands_out_are_the_same_whichever_spelling_asked/)	**selection never filters enumeration** (D14, and D1's ordinal claim). The resolver matches over the whole live listing, so an id means the same thing however it was asked for; a resolver that narrowed first would assign D1's collision ordinals over the narrowed set, and an id whose meaning depends on the question is not an id. Pinned over the corpus because two committed profiles share a card name, which is the machine where it can actually go wrong
g7	command	./scripts/gates/agent-guide-current.sh	**the primary consumer is told how to name a camera** (rubric B12: the address/identity split "documented where it is read"). The guide's selector table is emitted from `SelectorScheme::ALL` with each scheme's `stability()` beside it, so a sixth spelling arrives with its disposition attached; the generator asserts the `Survives a replug` column against `stability()` rather than repeating it in prose
g7	command	./scripts/gates/json-validates.sh	`--json` output — the selector's refusals included — round-trips against the committed bundle, over a population scraped from the command surface rather than named here
g7	tests	package(webcam-handler-engine) and test(/facade::/)	**the blessed composition is a thing an embedder can hold** (docs/13 P7d; D18, FR-W5). `engine::facade` is the `InProcess` assembly moved into the engine, and the arms hold it to being *the same* assembly rather than a second one: `list` answers what `resolve::list` answers, a selector nothing matches is refused in the words the composition uses (kind and message compared, not paraphrased), the control report is the one the engine assembles, and the facade holds no camera between calls — which is the property that makes it safe to keep beside a daemon that owns the same device
g8	tests	package(webcam-handler-imaging) and test(/stream_stats::/)	**stream health is arithmetic over two fields every frame already carries** (docs/13 P8a; D16, FR-W4). Gap accounting in both directions — a gap counted as the frames it hides, an unbroken run counted as zero — with one long gap and many short ones told apart, because a stall and a lossy link produce the same drop count and want different repairs. A repeated or backwards sequence is a reset and not four billion drops. Percentiles are exact over a distribution whose answers can be read off by eye, and past `MAX_RECORDING_FRAMES` the moments still cover every interval while the order statistics cover the retained prefix — **the truncation stated on the answer**, never silent
g8	tests	package(webcam-handler-imaging) and test(/the_accumulator_and_the_header_agree_about_the_mean_over_one_take/)	**one home, two readers, reconciled** (D16). `imaging::video::declared_interval` decides what a file's *header* says and has since P6d; the accumulator decides what a stream's *report* says. Over a take whose clock never ran backwards they are the same arithmetic on the same frames, and a document that shows both numbers would otherwise leave them free to drift apart
g8	tests	test(/(every_fault_in_the_menu_is_observable|no_fault_fires_unless_it_was_scripted|every_fault_in_the_menu_has_a_named_engine_behaviour)/)	**the gap accounting has a driven inverse** (D16). The selection names the two *exhaustive-match walks* rather than an arm, because that is where the mechanism is: `Fault::FrameGap` is a member of a `closed_vocabulary!` menu and both walks `match` on it, so the variant could not be added without somebody saying what observing it looks like — and the third test in the selection is the one that says no fault fires unscripted, which is what stops the other two being theatre. What the arms then assert: the sequence skips the frames that never arrived while the clock moves on by the same frames — which is what tells a lost run from a stall — and end to end through `record` the answer says so twice, in `RecordReport.stats.frames_dropped` and `summary.dropped_frames`, two readings of one accumulator that therefore cannot disagree
g8	tests	package(webcam-handler-imaging) and test(/compare::/)	**the comparison core is total** (docs/13 P8b; D17, FR-W3). `MetricName::ALL` is the walked population, so a sixth metric joins the comparison by existing; a delta is the second image minus the first and reverses with the arguments; SSIM ranks a blurred fixture below an identical one, in the both-directions shape every metric in this crate already carries; and **a dimension mismatch is represented, not refused** — the scalars stay, and the one quantity that needed equal shapes carries both shapes. Every format `photo` can write is a format `photo diff` can read, walked over `PhotoFormat::ALL`, with the malformed fixtures each branch of the Netpbm reader owes. **And a header that declares more raster than this build will allocate is refused rather than attempted** (note **N268**): `photo diff` takes two paths a caller named, a compressed file's own header says how big its raster is, and the allocator's answer to a number it cannot serve is `abort` — no `Failure` document, no exit code, nothing on standard output at all, which is the one failure shape a `--json` run must not have. `limits::MAX_PHOTO_DECODE_BYTES` is driven from both sides (N255): past it both compressed formats are refused naming the format and the budget, and a raster twice the largest any camera in `corpus/` delivers is not. **And one scene measured through every format this build writes yields one luma**, because the crate has one RGB→luma home: the walk that already existed fed a grey fixture, on which every luma definition there is agrees, so it was green over a reader that measured JPEG and PNG in Rec. 709 and PPM in BT.601 — 33 codes apart on saturated colour, and `ssim 0.9688` comparing one scene's PNG against its own PPM (note **N266**). The colour arm holds all three formats to a committed table derived from the definition rather than from the code under test. **And a photograph this build stamped is read at the shape its Orientation tag describes** (note **N267**): on the verbatim sink the orientation *is* the transform (D6, E6), so a reader that dropped the tag handed `photo diff` two shapes for one frame; the inverse arm beside it is the upright and the unstamped photograph, which is what stops the repair turning what nobody asked it to. **And the other member of the reason vocabulary has a producer** (note **N295**): `SsimUnavailable::ComputationFailed` was an arm a consumer must branch on and no code path in this workspace could reach — the pinned `image-compare 0.5.0` constructs no refusal on the `MSSIMSimple` path, and the one refusal it does construct is the dimension mismatch this core answers itself one layer earlier with both shapes on it. The corroborator is a seam now, so a refusal can be driven and the record is asserted to keep both sides' scalars, both metric maps and the whole delta when it arrives — with the same pair run through the same seam by a corroborator that answers, so the refusal is demonstrably about the corroborator and not about the images, and with `photos` asserted equal to the seam called with this build's own corroborator so the tested path stays the shipped one
g8	command	./scripts/gates/luma-has-one-home.sh	**colour becomes brightness in exactly one place** (design §2.10 "one home per law", D8's comparability sentence; note **N266**). The defect this commissions against was invisible to every test in the workspace, because the round-trip walk that covers `PhotoFormat::ALL` feeds a grey fixture and grey is a fixed point of every luma definition there is. Four claims over a population the tree supplies: the home is declared once, nobody reaches for another crate's colour-to-grey conversion — banned as a *family* rather than as the one spelling that was found (N249), which took the verb, the call syntax and the two trait doors that reach `image`'s Rec. 709 without naming a luma at all — no file carries a complete set of luma coefficients it has no business with, the four standard sets checked against the home too because a second standardised colour model written *inside* the home is the version no other claim here can see, and the register of consumers reconciles **both ways**, so a registered consumer that has stopped naming the home is the finding rather than the silence
g8	tests	package(webcam-handler-cli) and test(/photo_diff_scores_one_frame_written_to_both_sinks/)	**one frame written to both of this build's sinks is one comparison** (D17, D6), driven through the shipped binary because the unit arms one crate in cannot see the composition that produced the defect: the JPEG sink passes the camera's bitstream through and stamps the rotation as an EXIF Orientation while the PNG sink turns the pixels, and a reader that dropped the tag answered `ssim: unavailable, dimensions_differ 2592x1944 against 1944x2592` for two renderings of one frame. The pair is held to a similarity **floor** and not to the metric's range, because a range is a claim about the type while this arm owes one about the pixels: a reader that turned one side the other way scores −0.1852 on the verbatim camera and 0.0563 on the re-encode one, and both are inside [-1, 1]. Walked over both of D6's camera classes, because a writer that stamped a tag onto a raster it had already turned would put the re-encode row back into two shapes while leaving the other green; the untransformed pair is asserted to score beside it, which is what separates "orientation honoured" from "orientation ignored on both sides"
g8	tests	package(webcam-handler-cli) and test(/a_jpeg_carries_the_orientation_its_own_raster_still_needs_and_no_other/)	**a stamped photograph carries the turn that is left to do, never the one already done** (D6, E6; note **N267**). The writer's half of the arm above, asserted where a similarity score cannot reach it: `engine::photo` stamps what `imaging::photo` reports it *applied*, so the verbatim sink gets the requested Orientation and the re-encode sink — whose pixels were turned — gets Orientation 1. Stamping the *requested* transform on both is the defect, and it is invisible on the camera class this suite used to walk: a raster already turned plus a tag that says to turn it is a photograph every EXIF-aware reader turns twice. Both rows of D6's partition, the tag read back by an independent EXIF reader (`kamadak-exif`) and the stored raster by the `image` crate, so the two answers are about the same file
g8	tests	package(webcam-handler-cli) and test(/the_two_documents_this_build_prints_about_one_photograph_agree_about_its_shape/)	**the two documents this build prints about one file do not contradict each other** (D17; note **N267**). `photo` answers the stored raster and `photo diff` answers the displayed shape, and honouring the Orientation tag on read is what made the two able to differ. Reconciled over every member of `Transform::ALL` against a committed table of which transforms exchange the extents — the EXIF standard's own partition, written out rather than derived from the code under test (N252), and asserted to still cover the vocabulary — so a build in which one document silently changed convention is red rather than discovered by an agent reading two numbers
g8	command	./scripts/gates/feature-posture.sh	**D17's adoption did not re-open the feature door** (docs/15 Part 2's "D17 adoption measurement"; note **N260**). `image-compare`'s own `image` edge is `default-features = false`, so nothing it brings re-enables the `avif` default this workspace turned off — and because cargo unifies features per package workspace-wide, that is a claim about the *resolved* graph rather than about a manifest line. The gate reads the resolved graph, which is what makes the trap impossible to re-open quietly even if the sentence is forgotten — **and it now names the class rather than one spelling of it** (N249; note **N294**). The rule was `default-off` and its whole body asked whether the feature literally named `default` was enabled, while the drag runs `default` → `default-formats` → `avif` → `dep:ravif`: one explicit `features = ["avif"]` opened the door green, and `deny.toml` names no AV1 crate and allows BSD-2-Clause, so nothing else was watching. Two walls now, in the shapes this predicate already had: the features are banned by name, and the AV1 crate family gets the deliberately over-broad name wall the TLS stack has — because a feature ban catches this workspace turning `avif` on and only a name wall catches an encoder arriving through somebody else's default set. One selftest arm per wall, the first seeded on `avif` with `default` deliberately absent so it goes red on the named feature and not on the set
g8	tests	binary(device_loss) or (package(webcam-handler-daemon) and test(/(a_camera_that_vanished_under_a_photo_tells_the_watchers_it_left|a_device_that_failed_mid_take_reaches_the_collector_and_never_the_readers_as_a_success|a_take_the_device_refused_is_collected_as_that_refusal_and_never_as_a_report)/)) or (package(webcam-handler-engine) and test(/a_device_that_vanished_mid_recording_leaves_an_indexed_file_and_the_devices_own_words/))	**every sentence of the device-loss contract has a driven hermetic twin** (docs/13 P8c; D19, FR-W6; notes **N299**, **N300**). Stated *in advance of the measurement*, because the point of contributed evidence is that the partner rig tests this design's claim rather than blessing whatever the code does. The selection is a union because the sentences are, and the headline is a claim something reconciles rather than a prose count: a photo answers `DeviceGone` and never a deadline, a holder or a capability refusal; a take finalizes valid to its last frame with its end named and its stats carried, read back by the independent AVI re-parser — with the *ending* asserted where the code chooses it rather than where a test supplies it, because `engine::record::run` picks `DeviceFailed` and then discards the report (a report answering a request that failed would be a `DeviceGone` reported as a success, rule 7 and note **N115**), so the two arms that hold that half are in this selection and D19's bullet was amended to say which caller holds the report; the listing stops naming the camera that left and keeps the ones that did not; **a watcher holding a `wch_subscribe_events` stream is told the camera left, naming its node** — the clause the fake could not produce at all until its loss and its hotplug channel were connected (N300), driven here through the watch thread, the fan-out and a real WebSocket, because a removal that stopped at any of them leaves an agent holding a stale listing with nothing to tell it otherwise; **a later return is a new arrival whose fingerprint says it is the same device at a different address**, asserted through D15's own projection over two profiles the shipped capture path produced, with the inverse being the same camera returning where it was and D15 finding nothing to say; and the preview's feed ending with its slot reaped, which is the `g6` arm named in this selection rather than a second copy of it — that sentence is about what this daemon does with the device's answer and not about what the device does, which is why it is the one D19 clause with no `hw_gone_*` recipe behind it (N299). Beside them the inverse arms without which none of it means anything: a camera that did not vanish is untouched by one that did; one leaving announces **one removal per node it owned and no more**, which is the shape `v4l2::hotplug::Tracker::rescan` has and every profile in `corpus/` exercises at two nodes or four (the count was asserted as "exactly once" until the review of 2026-08-20, which turned the double's simplification into a claim about the machine — note **N301**); a machine nothing left from puts nothing on the watch for the whole of `HOTPLUG_WATCH_DEADLINE_MS`, which is a poll turn and the right thing to sit through; and **a watch opened after the loss is told nothing about it**, because the real watch is primed from the node tree when it opens and a queue any later subscriber could drain is a fake capability no real stack exhibits \[PF:17\]. The delivery claims are bounded by `HOTPLUG_MAX_DEFERRAL_MS`, which is the one constant D19's "within the hotplug bounds" names and whose own doc now says so
g8	tests	package(webcam-handler-daemon) and test(/a_subscription_outlives_the_session_it_watched_and_carries_the_next_ones_failure/)	**a camera that vanished mid-stream has left the machine** (D19), asserted one crate out from the fake that models it: the daemon's next listing stops naming it, and the rest of the machine is still there. A double that answered `DeviceGone` to a frame and went on enumerating the camera would be a shape no machine has, and a consumer's re-enumeration — the thing D19 says a caller does next — would find it and carry on
g8	tests	(package(webcam-handler-testkit) and test(/(breaches_nothing|finding_d16_exists_to_carry|four_billion_drops|breaches_the_frame_contract|measurement_and_not_a_breach|passing_quietly)/)) or (package(webcam-handler-fake) and test(/(fails_the_stream_arm|not_a_frame_contract_breach)/))	**the frame contract is one law, and this is the half a hermetic run can hold** (docs/13 P8a; D16, §2.11's "ask of every backend contract which arm of the battery would fail if one side stopped honouring it"; notes **N290**, **N298**). `Frame::sequence` and `Frame::timestamp_us` were contract in the design and asserted in one backend's own fault suite, so nothing above the ioctl decoder would have gone red if the real driver's sequence went constant — docs/11 H1 in its exact shape, with the battery's own `FRAMES_PER_CYCLE` constant documenting the assertion nobody had written. `FrameLedger` is now the one home for it and three arms push into it: the battery's stream arm, whichever backend is in front of it, plus the R3 and R2 stream arms. **Two claims and no more than two** — a cycle advanced the sequence, and a cycle advanced the driver's clock — because everything past that is a *measurement* and `StreamStats` is where measurements go: it tolerates a sequence that repeats or reverses (a driver restarting its counter, not four billion drops, rule 6) and a *clock* that reverses (`clock_reversals` counts it, and calling it a breach here would answer one device event with a counted measurement on the wire and a hard failure in the battery). It calls a cycle too short to hold a pair a breach in its own words, so a lowered frame count cannot switch the contract off silently — but only for a cycle that *ran*, because a camera another process grabbed between two frames is an availability refusal and answering it with a claim about `Frame::sequence` is the conversion rule 7 forbids. **What this row selects is the shared law and the fake-side inverse**: seven testkit arms over hand-built `(sequence, timestamp_us)` pairs and three battery arms driven by the honest fake with one field nailed to its first reading, or grabbed mid-cycle. The real backend's inverse is one row down, on the R2 rung; R3's is E21's doctored plumbing at three attached cameras, which is evidence rather than a criterion
g8	command	./scripts/rung-vivid.sh	**and the real backend inherits it, or a named counted skip says it was not asked** (D16; §2.11; note **N298**). The row above selects nine tests and not one of them links `webcam-handler-v4l2`: `battery::run` is called from the fake's suites alone, so `stream_once`'s push into the ledger never executes against a real driver in any hermetic run. The vivid stream arm does — `vivid_a_stream_negotiates_starts_delivers_and_stops_twice_over` pushes every frame it dequeues into the same `FrameLedger` — and it reaches the actual ioctl path on a machine with no camera attached, which is what makes the claim checkable rather than only observed. So this criterion goes red when the real backend stops filling either field, and reports a named, counted skip when the blessed helper or the `vivid` module is not there (rule 3)
g8	tests	package(webcam-handler-engine) and test(/(the_wall_clock_budget_ends_a_recording_whose_camera_is_still_delivering|a_take_that_spanned_nothing_reports_no_skew_rather_than_a_skew_of_zero|a_recording_stops_asking_the_device_the_moment_a_cap_refuses_a_frame)/)	**the two fields no pure core can fill are asserted where the engine fills them** (D16; notes **N297**, **N292**). `wall_clock_skew_us` had no assertion anywhere in the workspace — `test(/skew/)` selected zero — while sitting inside `.cargo/mutants.toml`'s `examine_globs`, and it is a `--json`-only quantity the human renderer never prints. Both directions: the subtraction over a clock the test owns, with both terms taken from elsewhere — the engine's 240 ms from the `TickingClock`'s own arithmetic and the driver's span from the muxer in another crate, never a literal that would silently encode the fake's synthesis interval (N252) — and its **absence** over a take of one frame, because a skew against no span is not a quantity and "the driver's clock said nothing" must not read as "the two clocks agreed exactly". Beside them the one take where D16's delivery count and the container's count can differ: both muxers push from inside their commit path, past the cap check, so a cap-ended take reached this process with one frame more than `frames_delivered` counts — the sentence its doc now states and this is the arm that goes red when the push moves
g8	tests	package(webcam-handler-schema) and test(/a_report_with_no_stream_stats_is_refused_rather_than_read_as_a_zeroed_take/)	**a take that was never measured is not a take that delivered nothing** (D16; note **N291**). `RecordReport::stats` carried an argumentless `#[serde(default)]` — the only one in this schema on an *answer* rather than a request field — so a document with no `stats` validated against the committed bundle and deserialized to all zeros, byte-identical to what a `RecordingEnd::DeviceQuiet` take produces. AGENTS rule 7's forbidden conversion arriving through a serde attribute rather than through a `match`. The field is required now, not optional: no producer in this tree can construct a `None`, so an `Option` would be an arm every consumer must branch on and nothing can ever reach. Both directions over one fixture — the document carries the key and round-trips, and the same document with that one key removed is refused naming the field, with the removal asserted so the inverse cannot pass vacuously. `schema-artifacts-current.sh` is the second half, red until `"stats"` joined `RecordReport`'s `required` array in both committed schemas
g8	command	./scripts/gates/json-validates.sh	**D17's closed reason vocabulary reaches the committed bundle, both arms** (D17; note **N296**). The `photo diff` validation row took both its photographs from one replayed camera at one size, so the only `Ssim` arm it ever produced was `measured` — and the bundle check compares top-level `required` and `properties` without descending into a `$ref`, so a `PhotoComparison` validates whichever arm it carries. A second row now compares a differently-sized pair, at a size derived from the camera's own enumeration rather than written down (an explicit size no mode fits is refused rather than substituted, D5/N134), and two counted claims make the pair load-bearing: at least one answer carrying a measured score, at least one carrying a stated reason there is none, with that reason required to be `dimensions_differ`. One selftest arm per direction, each deleting the other's row
g9	tests	package(webcam-handler-daemon) and test(/the_shipped_client_renders_and_refuses_in_a_real_chromium/)	**the workbench is asserted in a browser** (docs/13 P9a–P9c; D20). The R1-web rung's D20 family is the browser half of the design pass: at the rung's pinned viewport, over the 77-control layout fixture, the document does not scroll, the control column does, and the preview's box does not move at any scroll position of it — with the narrow-viewport twin, which asserts both halves of its own title, because a sticky pane inside a scroll container that is not the document sticks to nothing *and* a shell that never stacked would satisfy every sentence about where the preview is (note **N262**). Beside them the flow the owner drives: start, plan, sweep, review, select `human`, **apply and restore**, with the goal and the criteria read back on a second socket and the sample photographs asserted to have decoded through `/session-photo` (notes **N273**, **N275**); the sweep-time pane taking the preview's slot and painting each sample as its event lands (note **N277**); the M32 fence that keeps a late session document off the sample the operator chose (notes **N154**, **N156**); and a refusal rendered with the whole of its instruction-last message rather than its discriminant (note **N276**). None of it is visible to any other kind of test this project has: the JSON is identical either way
g9	tests	package(webcam-handler-daemon) and test(/a_declined_rung_names_what_was_missing_and_counts_what_it_did_not_run/)	the claim floor moved with the manifest, in both directions — a rung that declines on a host without node still says how many claims and assertions it did not make, and a manifest one claim short of its floor is refused
